# epoch,error,accuracy,hid_w0,hid_w1,hid_w2,hid_w3,hid_w4,hid_w5,hid_w6,hid_w7,hid_w8,hid_w9,hid_w10,hid_w11,hid_w12,hid_w13,hid_w14,hid_w15,hid_w16,hid_w17,hid_w18,hid_w19,hid_w20,hid_w21,hid_w22,hid_w23,hid_w24,out_w0,out_w1,out_w2,out_w3,out_w4,out_w5,out_w6,out_w7,out_w8,out_w9,out_w10,out_w11,out_w12,out_w13,out_w14,out_w15,out_w16,out_w17
1.000000000000000000e+00,6.955176066828435921e+01,3.333333333333333148e-01,4.156731999880997064e-01,7.139136455236978485e-01,-4.796913451041966668e-03,3.012114901210882767e-01,1.466658936825254722e-01,7.871601863197819071e-02,1.195934137306906009e-01,2.998376855580855427e-01,3.791693237238073499e-01,5.365823941239671324e-01,4.181997066292411636e-01,6.803396674721661208e-01,2.011837175841521552e-01,8.766207402111367841e-01,2.712225297314645525e-02,6.673924264175463694e-01,4.006603925257369303e-01,5.498795977765968956e-01,1.310036930090030527e-01,1.955250594242478601e-01,8.006848908764426787e-01,9.679750043262362880e-01,3.132268150504021742e-01,6.922450836905410521e-01,8.763783408121331719e-01,2.288047547795881431e-01,-5.797308066570899809e-01,-6.157226159040093405e-01,-4.959820949278632707e-01,2.150278078290712713e-01,-5.674625772652245326e-01,-3.056131000015958055e-01,2.341556514785616550e-01,-1.754525958864140145e-01,-3.414729928829287470e-02,-4.082748945869715262e-01,-4.013277269016514437e-02,4.715766884560929073e-01,-3.413294718298058306e-01,4.104321700595632838e-01,6.265741090235481536e-01,3.882822781580837490e-01,-8.251204566156508657e-02
2.000000000000000000e+00,6.753233008611222488e+01,3.333333333333333148e-01,4.170986367140286366e-01,7.211699411929347603e-01,-3.548517756118800548e-04,3.040163189972474034e-01,1.472166524521023867e-01,6.078827734682853284e-02,4.037084117589748167e-02,2.318507027885824134e-01,3.839214378110526460e-01,5.448083156950751516e-01,4.173048042773216948e-01,6.760065760828161130e-01,1.981797473873989079e-01,8.754409793488492353e-01,2.696255373838411101e-02,6.681687382584805546e-01,4.036229092199916657e-01,5.534836037213927140e-01,1.290538279060069737e-01,1.945938473535532010e-01,8.006942213357675087e-01,9.680236923671511340e-01,3.132558861012704199e-01,6.922650785551281993e-01,8.763836857297385707e-01,2.067325087477133172e-01,-6.067377554239332671e-01,-6.885382592394655443e-01,-5.196187312163763616e-01,1.910463478828094419e-01,-5.897306214749591380e-01,-4.187170950414810799e-01,1.225264500402971912e-01,-2.834261910921108130e-01,-1.467222650437776388e-01,-5.210750053830235373e-01,-1.531679070296742273e-01,4.059023858281106123e-01,-4.015661443316799750e-01,4.137250448155926352e-01,5.624614969840814327e-01,3.257543219665606227e-01,-1.479934770849540282e-01
3.000000000000000000e+00,6.666502397572836003e+01,3.333333333333333148e-01,4.184443025518230219e-01,7.279758940401857004e-01,3.794697012046034396e-03,3.066630879762210493e-01,1.477272074378992439e-01,2.983934243814457057e-02,-7.309673931694062043e-02,1.007724256563128917e-01,4.606491653878543868e-01,5.866574500113151958e-01,4.164592151903279138e-01,6.719127718751519707e-01,1.953415982849137922e-01,8.743269888781884935e-01,2.681210302483774330e-02,6.687555884686773311e-01,4.055435460830881245e-01,5.565018985019182240e-01,1.265464803431609053e-01,1.935045466852401419e-01,8.007025992781570123e-01,9.680667820050272709e-01,3.132811504783457046e-01,6.922833073787855174e-01,8.763884577768140671e-01,2.106862778044973350e-01,-6.075098061614403466e-01,-7.642868992470566170e-01,-5.173004905468008285e-01,1.930371186256398253e-01,-5.859742973490491558e-01,-4.098226288194833367e-01,1.319741309522164674e-01,-3.665347638674915087e-01,-1.375134976241421392e-01,-5.126624945156174062e-01,-1.442322176255893262e-01,3.783741370265940596e-01,-4.244164371036400207e-01,5.684399885099067351e-01,5.364115155417190639e-01,3.009925609928931212e-01,-1.753442400832951609e-01
4.000000000000000000e+00,6.630708026893874774e+01,3.333333333333333148e-01,4.196769942124758956e-01,7.342534926976191922e-01,7.546604287164947363e-03,3.092372538442025309e-01,1.482509783660153901e-01,1.971694833146130175e-03,-1.414143397581686112e-01,-2.417477904960827623e-02,6.139547538861203080e-01,6.613589528093021253e-01,4.156453359096421440e-01,6.679782086962274823e-01,1.926115576552571707e-01,8.732613796270781714e-01,2.667064848659368020e-02,6.693509342633277015e-01,4.074202333195555692e-01,5.595599953956196249e-01,1.238586529125888097e-01,1.923298463809353376e-01,8.007126600644413061e-01,9.681182362659147556e-01,3.133118963451750338e-01,6.923044326469932619e-01,8.763938254147407569e-01,2.080289788014798302e-01,-6.145766063153015324e-01,-8.573004905288421629e-01,-5.216181720441019909e-01,1.885477280022601621e-01,-5.888266836545514860e-01,-3.825040654829240938e-01,1.599284929764150098e-01,-5.407789561444023008e-01,-1.098254860489554785e-01,-4.858269139216457311e-01,-1.168670904637850588e-01,3.401118858375243303e-01,-4.584109518618378343e-01,8.476733794570002756e-01,4.996055119737481398e-01,2.653691143944835740e-01,-2.134369362824239391e-01
5.000000000000000000e+00,6.521374535646212678e+01,3.333333333333333148e-01,4.207180445140367153e-01,7.396003315206437501e-01,1.064435060027196095e-02,3.115833285121683005e-01,1.487536926336165966e-01,-2.675783448691666441e-02,-2.059552736469839052e-01,-1.453696292419285607e-01,7.801896258172624776e-01,7.443114029711813684e-01,4.148668933257282365e-01,6.642177956199788458e-01,1.899988192785136143e-01,8.722490792597380471e-01,2.653814147015629704e-02,6.700380350494913317e-01,4.096901083294420820e-01,5.629137630388153513e-01,1.211899509043137674e-01,1.911193112762138158e-01,8.007225155827906171e-01,9.681686320147291358e-01,3.133416915648786216e-01,6.923255806765966636e-01,8.763992434947758259e-01,2.098531363660870175e-01,-6.169845107264475548e-01,-9.574445970006688622e-01,-5.215107872388931032e-01,1.885794330723859491e-01,-5.871984188671045546e-01,-3.526040035612079682e-01,1.906159986775550763e-01,-7.308861676490857606e-01,-7.947818463156762492e-02,-4.563054484373020858e-01,-8.691295353014782954e-02,2.952048599959029573e-01,-4.994837059570679250e-01,1.150286427825952806e+00,4.561046970410275736e-01,2.229213536688222919e-01,-2.581849860093266558e-01
6.000000000000000000e+00,6.332317596150311090e+01,3.333333333333333148e-01,4.215606850445237086e-01,7.439821462966699217e-01,1.307051993081547944e-02,3.136790537580114169e-01,1.492295258259349333e-01,-5.629507330644817342e-02,-2.762082066972210148e-01,-2.619776116515715181e-01,9.379109375146232885e-01,8.259792092613734704e-01,4.141399404018534791e-01,6.607087310625746612e-01,1.875573303232917766e-01,8.713110650202698926e-01,2.641738857414218516e-02,6.708318611648448337e-01,4.124362225320567510e-01,5.666063064656824411e-01,1.185938569069781845e-01,1.898894909643502327e-01,8.007318655000326135e-01,9.682165275481530164e-01,3.133696174898890074e-01,6.923462028225110254e-01,8.764046053269696213e-01,2.161329359023451691e-01,-6.147882440675842552e-01,-1.068195343509722228e+00,-5.169980440977437475e-01,1.931077560471646248e-01,-5.811147439569935846e-01,-3.247085089968115845e-01,2.194713250684627581e-01,-9.100730932451193134e-01,-5.104481970586908363e-02,-4.286569651889668986e-01,-5.895486904797759414e-02,2.480879415849310543e-01,-5.431999731420076305e-01,1.448942147140104719e+00,4.103161283889525390e-01,1.780425233759609371e-01,-3.051558936211551387e-01
7.000000000000000000e+00,6.124632013196718816e+01,3.333333333333333148e-01,4.222104115488286569e-01,7.474296692743582771e-01,1.484721824330035092e-02,3.155328560767183266e-01,1.496800696220330629e-01,-8.474424985815466604e-02,-3.470614183796359997e-01,-3.683650442887572707e-01,1.080751298153857398e+00,9.027413723535888668e-01,4.134727013196764500e-01,6.574907136237752026e-01,1.853147072217261049e-01,8.704579305683021184e-01,2.630983017346796154e-02,6.717165474859263519e-01,4.155909038838869196e-01,5.705813727821894554e-01,1.160751954299041461e-01,1.886491460890366567e-01,8.007402268502086251e-01,9.682596550665488744e-01,3.133941876722413644e-01,6.923655634169935125e-01,8.764098028756053260e-01,2.244942299088743543e-01,-6.103775286455227489e-01,-1.188776287922378216e+00,-5.104428185465981205e-01,1.997769929784568022e-01,-5.729489214034737543e-01,-2.999085604679302408e-01,2.453970099248284076e-01,-1.072045605512373490e+00,-2.561381593765078499e-02,-4.039773794248330829e-01,-3.408389904085649263e-02,2.015936761311021286e-01,-5.867030659456867747e-01,1.733104988184078543e+00,3.650533933113615515e-01,1.335455446580271210e-01,-3.515183417580516889e-01
8.000000000000000000e+00,5.948103989642930856e+01,3.333333333333333148e-01,4.226711403010081636e-01,7.499652362389456206e-01,1.598994968349462878e-02,3.171531577944586289e-01,1.501069503514268211e-01,-1.110237536002103148e-01,-4.149918577267125430e-01,-4.620867350509119675e-01,1.207176133069153501e+00,9.734326321938299165e-01,4.128642168594505168e-01,6.545590427617717921e-01,1.832675755147477603e-01,8.696879441482621154e-01,2.621512207627080607e-02,6.726650463637107169e-01,4.190344810944023335e-01,5.747475535166592930e-01,1.136234694596940376e-01,1.874050802350489819e-01,8.007468409150333422e-01,9.682943811288914349e-01,3.134129921021927556e-01,6.923825553124630661e-01,8.764146700166549619e-01,2.333349295795322798e-01,-6.053742791572037651e-01,-1.315252396332565299e+00,-5.034382289364978114e-01,2.069977995780512281e-01,-5.643024720580646081e-01,-2.779544545363715757e-01,2.686273751647276220e-01,-1.217976066400669577e+00,-2.938605554329679331e-03,-3.820344418946244880e-01,-1.205095630418741119e-02,1.574548622344022764e-01,-6.282232054123357834e-01,1.997541362776667828e+00,3.220393295481425167e-01,9.116157429273730184e-02,-3.955397184125082344e-01
9.000000000000000000e+00,5.818942406833870251e+01,3.333333333333333148e-01,4.229465570522549234e-01,7.516093647539578981e-01,1.651233369410145049e-02,3.185479309323807628e-01,1.505114933829256874e-01,-1.347054042157422582e-01,-4.786431426673317113e-01,-5.429511295614884991e-01,1.317893887989575408e+00,1.038098210233036278e+00,4.123079884367431558e-01,6.518821558636368474e-01,1.813941020984879138e-01,8.689920031310155446e-01,2.613188105376520326e-02,6.736504013321819029e-01,4.226470467977902490e-01,5.790156439759981399e-01,1.112238662959174340e-01,1.861622101377327643e-01,8.007509778408431478e-01,9.683171936754374487e-01,3.134237014639857377e-01,6.923961126503145325e-01,8.764190421508467610e-01,2.417888197867123778e-01,-6.006683949607101169e-01,-1.443450373563727629e+00,-4.968445544433273686e-01,2.139098850857509282e-01,-5.560413623138256156e-01,-2.582840840292158768e-01,2.897117497566301658e-01,-1.350733493045185973e+00,1.753851930038731813e-02,-3.622847637489557404e-01,7.705402972509821022e-03,1.166264794364482715e-01,-6.667626207458630105e-01,2.240320034449745812e+00,2.822266543321984011e-01,5.185740684729068378e-02,-4.362644681009855141e-01
1.000000000000000000e+01,5.731783866935223415e+01,3.333333333333333148e-01,4.230416562616707843e-01,7.523884642439383486e-01,1.643106166454278566e-02,3.197270522702276851e-01,1.508952895779957781e-01,-1.557509531853466800e-01,-5.379053264099973308e-01,-6.118741164428515011e-01,1.414595563456205518e+00,1.097299800918217549e+00,4.117949902963438102e-01,6.494161560712023995e-01,1.796641185993855527e-01,8.683576325603489243e-01,2.605825581692874579e-02,6.746507418957778945e-01,4.263313898019166492e-01,5.833139436694466662e-01,1.088639129926102650e-01,1.849244025658963730e-01,8.007521088693339006e-01,9.683255509011847728e-01,3.134246296711143409e-01,6.924054586750004736e-01,8.764227966558907346e-01,2.495294502732357256e-01,-5.966116493902591245e-01,-1.570478040425015598e+00,-4.909846973975309226e-01,2.201873849852436782e-01,-5.484919959590859317e-01,-2.405097526173685940e-01,3.090308963958446897e-01,-1.472462900452580215e+00,3.620139924276009891e-02,-3.443561271109264466e-01,2.557232675665479030e-02,7.946171703076906900e-02,-7.019236812051478092e-01,2.461526370694960164e+00,2.459722168571096546e-01,1.600744064127720273e-02,-4.733383330558967317e-01
1.100000000000000000e+01,5.674912923950473242e+01,3.333333333333333148e-01,4.229634041931023547e-01,7.523380235298142704e-01,1.576814377990006996e-02,3.207035923771018870e-01,1.512605441265155171e-01,-1.743509700955141184e-01,-5.931779720149141788e-01,-6.702168190291174499e-01,1.499262438056286451e+00,1.151755654890067593e+00,4.113158083100466600e-01,6.471152507335233839e-01,1.780462552717995972e-01,8.677718355471421008e-01,2.599232882799858840e-02,6.756500669483671562e-01,4.300165324591140870e-01,5.875901805757771657e-01,1.065349712786017172e-01,1.836948244801071273e-01,8.007499660815837750e-01,9.683181687354776024e-01,3.134149260191195774e-01,6.924101936450401951e-01,8.764258680988233907e-01,2.565347306202861999e-01,-5.932511687554600233e-01,-1.694790049720118263e+00,-4.858786929099138119e-01,2.258056056733626360e-01,-5.416765083962997718e-01,-2.244490063852060402e-01,3.267648884541524690e-01,-1.584370068691802080e+00,5.322911570441440227e-02,-3.280784374546667492e-01,4.173180045830470614e-02,4.591489208111064479e-02,-7.337089920096351303e-01,2.662375496956377763e+00,2.132379362560725411e-01,-1.640792007135727024e-02,-5.068056622200148853e-01
1.200000000000000000e+01,5.637775031263930003e+01,3.333333333333333148e-01,4.227202222093254802e-01,7.515001841938790950e-01,1.454956931978687411e-02,3.214932493270585279e-01,1.516100503481459527e-01,-1.908116129993157051e-01,-6.449817310620826749e-01,-7.194749967314932881e-01,1.573851156584255673e+00,1.202197408232558606e+00,4.108618851188073906e-01,6.449378419416917918e-01,1.765120462683023583e-01,8.672227973865475059e-01,2.593236296171023969e-02,6.766372860353792040e-01,4.336532130058736723e-01,5.918083003804822662e-01,1.042310922838163290e-01,1.824758422296508809e-01,8.007445189892541393e-01,9.682949030237405497e-01,3.133945013056813611e-01,6.924102602172501619e-01,8.764282432030132686e-01,2.628685970828562035e-01,-5.905467895301133030e-01,-1.815627800450271501e+00,-4.814614120530105179e-01,2.308245328214245384e-01,-5.355310368892901574e-01,-2.099915568363142637e-01,3.430242923819156742e-01,-1.687226517742209442e+00,6.872861951900248456e-02,-3.133519447991223728e-01,5.629366289545723046e-02,1.573462507446254238e-02,-7.623304242647053197e-01,2.844694026681302113e+00,1.837821104136478922e-01,-4.561320374101011932e-02,-5.369164184877098789e-01
