# epoch,error,accuracy,hid_w0,hid_w1,hid_w2,hid_w3,hid_w4,hid_w5,hid_w6,hid_w7,hid_w8,hid_w9,hid_w10,hid_w11,hid_w12,hid_w13,hid_w14,hid_w15,hid_w16,hid_w17,hid_w18,hid_w19,hid_w20,hid_w21,hid_w22,hid_w23,hid_w24,out_w0,out_w1,out_w2,out_w3,out_w4,out_w5,out_w6,out_w7,out_w8,out_w9,out_w10,out_w11,out_w12,out_w13,out_w14,out_w15,out_w16,out_w17
1.000000000000000000e+00,6.760781289690768858e+01,3.333333333333333148e-01,9.669713279616004575e-01,5.469472210692546410e-01,9.724958108671617474e-01,7.147275800727223016e-01,6.977137564656890056e-01,2.159117309635555648e-01,9.754418769637428488e-01,5.635379574930546136e-03,2.528274046755561444e-01,4.348047763263772070e-01,7.793628223648083608e-01,1.975451467414138518e-01,8.629487239050608327e-01,9.832467013521761778e-01,1.637939819408499309e-01,5.010228588380322146e-01,-5.275275921468852713e-01,9.224491560672987145e-02,-2.590062278745559610e-01,8.682570793333057591e-01,4.361087442745391618e-01,9.487940520426965119e-01,7.861851195517756130e-01,8.662321617171964139e-01,1.731554116946288080e-01,-6.764495370948331310e-01,-1.506466919774296087e-01,-5.831725559485919641e-01,-1.794918117708912270e-02,1.997887168545465497e-01,-2.234874225071364351e-01,2.492224451547169484e-01,-1.664967717114493873e-01,-5.781652834013198961e-01,-5.289876690777106649e-01,2.312867076399866828e-01,-1.638808026365000947e-01,3.116863928983276688e-01,7.567102731401476046e-02,3.251873666693899656e-01,7.169313198661367292e-02,2.278306558853249453e-01,4.415203379954210638e-01
2.000000000000000000e+00,6.544093632193840904e+01,3.333333333333333148e-01,9.670244690028165779e-01,5.472047141621833033e-01,9.726686265405842802e-01,7.147993716147671428e-01,6.977247889642098633e-01,2.154317035505634859e-01,9.731392106172022105e-01,4.047361402946566059e-03,2.522050041245830210e-01,4.347368428897794845e-01,7.799635733073040367e-01,2.004495315427416990e-01,8.649655318288962391e-01,9.839594813437064769e-01,1.638813592556905285e-01,4.981250819961822174e-01,-5.451251816830164909e-01,8.379311182217757947e-02,-2.736678419534153139e-01,8.628002113510856441e-01,4.361033320233591581e-01,9.487687518129017672e-01,7.861675704457241620e-01,8.662243221529157822e-01,1.731545641935088864e-01,-7.219227346957383107e-01,-1.962683284671966899e-01,-6.305063500647678509e-01,-6.448918096858943794e-02,2.138814680567811266e-01,-2.690222666451969613e-01,2.256110467081735294e-01,-1.900805408477771186e-01,-6.014681448377792172e-01,-5.523998208033938928e-01,2.281937174819070879e-01,-1.874795298919158526e-01,2.553276432402612484e-01,1.946384415470736595e-02,2.707800741274018486e-01,1.641527906121214783e-02,2.016276025712656073e-01,3.852231581802053606e-01
3.000000000000000000e+00,6.528391255133931281e+01,3.333333333333333148e-01,9.670757537920934288e-01,5.474528875227628877e-01,9.728349485145377784e-01,7.148686325112693085e-01,6.977354231760954928e-01,2.148830999426460109e-01,9.704907651866254703e-01,2.225442428119863997e-03,2.514751790306193335e-01,4.346486768002922885e-01,7.805303184096883395e-01,2.031863132314089271e-01,8.668653040666932652e-01,9.846285326949048011e-01,1.639626625406432892e-01,4.982087848390012730e-01,-5.483721357686397457e-01,8.565324225954969173e-02,-2.853839038040168474e-01,8.574273462208835683e-01,4.360987309011447044e-01,9.487472673672733281e-01,7.861524984626887536e-01,8.662177003130325792e-01,1.731539149820232049e-01,-7.238219679105148963e-01,-1.983221079950281129e-01,-6.343927829378045447e-01,-6.748008985931841508e-02,2.295534711304703379e-01,-2.709856387803567523e-01,2.243902532062257149e-01,-1.912783569028922992e-01,-6.024385688083737644e-01,-5.534578366408360317e-01,2.285379572969481743e-01,-1.886895135462736128e-01,2.515008725753737906e-01,1.577696022878141355e-02,2.687793348001471516e-01,1.356424339174625883e-02,1.831871390143181011e-01,3.814533741542092682e-01
4.000000000000000000e+00,6.526720882825961212e+01,3.333333333333333148e-01,9.671268676868525205e-01,5.477002084491405798e-01,9.730006888201011561e-01,7.149376557249320641e-01,6.977460166232412053e-01,2.143150022944979027e-01,9.677473642149736488e-01,3.376865888802368021e-04,2.507199977939822411e-01,4.345573771639849592e-01,7.810828454787991371e-01,2.058540246677746655e-01,8.687168827039265517e-01,9.852806938165186157e-01,1.640418997168062165e-01,4.990144010385563766e-01,-5.493285612051429512e-01,9.053571280354062722e-02,-2.997863603441994207e-01,8.505960980574163166e-01,4.360942197819533961e-01,9.487262064046816379e-01,7.861377091141570350e-01,8.662112052694221909e-01,1.731532839034051197e-01,-7.234605733984666998e-01,-1.981152051579203044e-01,-6.360634861172926868e-01,-6.818970312048398819e-02,2.462215149043832374e-01,-2.706884816816909067e-01,2.243578107350870654e-01,-1.912880636724079431e-01,-6.022188192340779400e-01,-5.533320912148708137e-01,2.301731041102344222e-01,-1.887112258579937973e-01,2.510517361058055563e-01,1.546666884032071865e-02,2.701832745285204784e-01,1.406531358912092508e-02,1.632142395166506221e-01,3.810609166044260365e-01
5.000000000000000000e+00,6.525852792482940856e+01,3.333333333333333148e-01,9.671779141480465469e-01,5.479472044136547426e-01,9.731662170733885731e-01,7.150065853714279163e-01,6.977565927444749905e-01,2.137288830701744857e-01,9.649170027068199040e-01,-1.610770662574232109e-03,2.499425878231352760e-01,4.344637909606238191e-01,7.816229139537558268e-01,2.084614248147659832e-01,8.705264064500771726e-01,9.859182706883724556e-01,1.641194055303460686e-01,5.006068744295910644e-01,-5.478433931391881728e-01,9.873831151809242535e-02,-3.173075998378950269e-01,8.420863838583623195e-01,4.360897414510883641e-01,9.487053028701933899e-01,7.861230284792649625e-01,8.662047534651099445e-01,1.731526584475261421e-01,-7.230184364461369473e-01,-1.978271812883313219e-01,-6.376961680397652543e-01,-6.879652041297146248e-02,2.642227884094844881e-01,-2.703105543419058732e-01,2.243424093044347478e-01,-1.912807244823959141e-01,-6.019765195909390076e-01,-5.531920363497768722e-01,2.330965632495927142e-01,-1.887158767974423390e-01,2.508052804819522752e-01,1.535874027451748780e-02,2.718292703394894483e-01,1.474958391830176463e-02,1.407208552040682681e-01,3.808711244359073156e-01
6.000000000000000000e+00,6.524904868191460139e+01,3.333333333333333148e-01,9.672288725378317409e-01,5.481937793233837564e-01,9.733314706183440190e-01,7.150753948809300820e-01,6.977671473915335598e-01,2.131239582731730975e-01,9.619959772242574481e-01,-3.622589915647284400e-03,2.491421908552434450e-01,4.343679218362149208e-01,7.821509727801325695e-01,2.110107134125303596e-01,8.722954403215209540e-01,9.865417821560182876e-01,1.641952359640357351e-01,5.032597344361033898e-01,-5.428592725883114589e-01,1.113184815920047616e-01,-3.384611919246514056e-01,8.315569211007873829e-01,4.360852845413818457e-01,9.486845031644942638e-01,7.861084211297486579e-01,8.661983294747261919e-01,1.731520362311847749e-01,-7.226875226333692170e-01,-1.976499296241508441e-01,-6.394841089422620417e-01,-6.949293224657564216e-02,2.840022630589471575e-01,-2.700437921449304057e-01,2.242445468738935854e-01,-1.913558051339933341e-01,-6.018103598218224048e-01,-5.531368218190719777e-01,2.376213069798214228e-01,-1.888029534031648582e-01,2.505749663069635202e-01,1.526666767465667193e-02,2.735334509344541920e-01,1.543154595297357989e-02,1.148943854830340033e-01,3.806974708208983316e-01
7.000000000000000000e+00,6.523759058456199966e+01,3.333333333333333148e-01,9.672796849324347690e-01,5.484396573327615654e-01,9.734962651998066985e-01,7.151440089722003179e-01,6.977776689863098847e-01,2.124993108849218826e-01,9.589799218783714441e-01,-5.700912978044667644e-03,2.483179286608205583e-01,4.342697755504814072e-01,7.826671810543512908e-01,2.135026819521956554e-01,8.740245848324337263e-01,9.871513774989415513e-01,1.642693928923489588e-01,5.074185221434708293e-01,-5.328117983799680601e-01,1.300618222434686833e-01,-3.645297175321817740e-01,8.182581991805318866e-01,4.360808315800719370e-01,9.486637243438024170e-01,7.860938316495882372e-01,8.661919105812445618e-01,1.731514137819635812e-01,-7.225968291123252563e-01,-1.977123388064628839e-01,-6.415572218417506800e-01,-7.040810356113796908e-02,3.061087598235318619e-01,-2.700171462551229640e-01,2.240044802920483080e-01,-1.915730074549436834e-01,-6.017791349008897450e-01,-5.532258245127020801e-01,2.445825493890232682e-01,-1.890321815687072693e-01,2.503832803028423482e-01,1.521291457730373706e-02,2.753203278825326894e-01,1.613429247733205035e-02,8.428912257914410178e-02,3.805624321552101286e-01
8.000000000000000000e+00,6.522416260687781175e+01,3.333333333333333148e-01,9.673302175428580840e-01,5.486842002367368076e-01,9.736601729753766588e-01,7.152122541434592362e-01,6.977881311033347078e-01,2.118541818151605804e-01,9.558653124762555020e-01,-7.848398148046768774e-03,2.474693993043023399e-01,4.341695095097362067e-01,7.831712059873515708e-01,2.159357584861146540e-01,8.757128362314000602e-01,9.877465896552933833e-01,1.643417887002363298e-01,5.138530394992235628e-01,-5.153165661479011117e-01,1.581620288689668252e-01,-3.986176217174182135e-01,8.005030968439362793e-01,4.360763433554264434e-01,9.486427800880213868e-01,7.860791350903330033e-01,8.661854461211897505e-01,1.731507834603453755e-01,-7.230190118622678019e-01,-1.982868245676157881e-01,-6.441872093156955081e-01,-7.181400718610768397e-02,3.311149572271214203e-01,-2.705031712968476443e-01,2.235005064445416134e-01,-1.920539495663432794e-01,-6.020028428163978207e-01,-5.535801185543250957e-01,2.562009452838465151e-01,-1.895252290760200964e-01,2.503333108708606924e-01,1.530050495145349188e-02,2.772945596160614201e-01,1.696122737125725644e-02,4.589491911347630404e-02,3.805690690217408134e-01
9.000000000000000000e+00,6.521643887755459446e+01,3.333333333333333148e-01,9.673801140717104285e-01,5.489257048554128104e-01,9.738220509707418149e-01,7.152796663235293506e-01,6.977984628193315553e-01,2.111886296110915828e-01,9.526528534574153495e-01,-1.006508177391730180e-02,2.465981031378279842e-01,4.340677909604778173e-01,7.836613361732565064e-01,2.183017410257954427e-01,8.773546940388335935e-01,9.883252181051367380e-01,1.644120827115117256e-01,5.239734310953818586e-01,-4.867941360265281570e-01,2.016501193215414212e-01,-4.485420829647848717e-01,7.742377761570753414e-01,4.360717203408645548e-01,9.486211970153113349e-01,7.860640135921131977e-01,8.661788076712126916e-01,1.731501259829993644e-01,-7.246985824631354545e-01,-2.001172648245756192e-01,-6.481115184556361930e-01,-7.445203193108899942e-02,3.587154454734663434e-01,-2.722461127912704781e-01,2.224008146758631177e-01,-1.931302290441594682e-01,-6.028093627988789782e-01,-5.545301017352993744e-01,2.791112026597612483e-01,-1.906138187483395197e-01,2.507797671131787309e-01,1.588394164244191775e-02,2.798103303079337856e-01,1.826648334153568518e-02,-7.565721601638291348e-03,3.810720028940976500e-01
1.000000000000000000e+01,6.528023803858914675e+01,3.333333333333333148e-01,9.674283056154622251e-01,5.491590382203154208e-01,9.739784654553428345e-01,7.153448223148557439e-01,6.978084418816273837e-01,2.105053889685042090e-01,9.493572888337667992e-01,-1.234237661362646253e-02,2.457120266835091105e-01,4.339669951781424673e-01,7.841316033384655437e-01,2.205718677137210038e-01,8.789307427002538420e-01,9.888796495087511795e-01,1.644791451891076950e-01,5.400047076368921228e-01,-4.436894795404471292e-01,2.700953889853812684e-01,-5.321389414178085975e-01,7.304392027589126091e-01,4.360666902394111921e-01,9.485976768702563122e-01,7.860475979751030406e-01,8.661716397187426697e-01,1.731493875287076489e-01,-7.299249450167891728e-01,-2.054913019251974893e-01,-6.555938684081371592e-01,-8.060159278798399718e-02,3.826081374606088437e-01,-2.775346407813077398e-01,2.195875960454888587e-01,-1.959190471708266434e-01,-6.053053943638440071e-01,-5.571897543776547224e-01,3.336884168263022366e-01,-1.934155133671099647e-01,2.531438272188802907e-01,1.838359153150649974e-02,2.842783329113587332e-01,2.146696286050081906e-02,-9.467524416427403056e-02,3.834920717241887544e-01
