# epoch,min,q25,med,q75,max,ave
1.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
2.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
3.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
4.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
5.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
6.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
7.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
8.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
9.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
10.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
11.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.4,0.34666666666666657
12.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.64,0.3946666666666666
13.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.3999999999999999
14.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.3999999999999999
15.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.34,0.6666666666666665,0.40133333333333326
16.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.5,0.6666666666666665,0.43333333333333324
17.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.6466666666666665,0.6666666666666665,0.4626666666666665
18.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.6666666666666665,0.4666666666666666
19.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.6666666666666665,0.4666666666666666
20.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.6666666666666665,0.4666666666666666
21.0,0.33333333333333326,0.33333333333333326,0.4133333333333333,0.6666666666666665,0.6666666666666665,0.48266666666666663
22.0,0.33333333333333326,0.33333333333333326,0.6266666666666668,0.6666666666666665,0.6666666666666665,0.5253333333333332
23.0,0.33333333333333326,0.33333333333333326,0.66,0.6666666666666665,0.6666666666666665,0.5319999999999998
24.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.5333333333333332
25.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.5333333333333332
26.0,0.33333333333333326,0.34,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.5346666666666666
27.0,0.33333333333333326,0.3466666666666667,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.5359999999999998
28.0,0.33333333333333326,0.3466666666666667,0.6266666666666668,0.6666666666666665,0.6666666666666665,0.5279999999999999
29.0,0.33333333333333326,0.3466666666666667,0.4933333333333332,0.6666666666666665,0.6666666666666665,0.5013333333333332
30.0,0.33333333333333326,0.3466666666666667,0.43333333333333324,0.6666666666666665,0.6666666666666665,0.4893333333333333
31.0,0.33333333333333326,0.3466666666666667,0.4666666666666666,0.6666666666666665,0.68,0.49866666666666665
32.0,0.33333333333333326,0.3466666666666667,0.5266666666666666,0.6666666666666665,0.68,0.5106666666666666
33.0,0.33333333333333326,0.3466666666666667,0.5933333333333334,0.6666666666666665,0.68,0.5239999999999999
34.0,0.33333333333333326,0.3466666666666667,0.6466666666666665,0.6733333333333332,0.68,0.5359999999999999
35.0,0.34,0.3466666666666667,0.66,0.68,0.68,0.5413333333333334
36.0,0.34,0.3533333333333333,0.6666666666666665,0.68,0.6866666666666665,0.5453333333333332
37.0,0.34,0.3533333333333333,0.6666666666666665,0.68,0.6866666666666665,0.5453333333333332
38.0,0.34,0.3533333333333333,0.6666666666666665,0.68,0.6866666666666665,0.5453333333333332
39.0,0.34,0.4,0.6733333333333332,0.68,0.6933333333333334,0.5573333333333333
40.0,0.34,0.5733333333333334,0.68,0.6866666666666665,0.7,0.5959999999999999
41.0,0.3466666666666667,0.68,0.6866666666666665,0.6933333333333334,0.72,0.6253333333333334
42.0,0.3466666666666667,0.68,0.6866666666666665,0.7266666666666665,0.7266666666666665,0.6333333333333333
43.0,0.3466666666666667,0.68,0.6933333333333334,0.74,0.7466666666666668,0.6413333333333334
44.0,0.3466666666666667,0.68,0.7,0.76,0.76,0.6493333333333334
45.0,0.3533333333333333,0.6866666666666665,0.7133333333333334,0.76,0.76,0.6546666666666667
46.0,0.3533333333333333,0.6866666666666665,0.7333333333333331,0.76,0.76,0.6586666666666666
47.0,0.3533333333333333,0.6866666666666665,0.7466666666666668,0.76,0.76,0.6613333333333333
48.0,0.3533333333333333,0.6933333333333334,0.7466666666666668,0.76,0.76,0.6626666666666667
49.0,0.3533333333333333,0.6933333333333334,0.76,0.7666666666666668,0.7866666666666665,0.6719999999999999
50.0,0.3533333333333333,0.7066666666666666,0.76,0.7866666666666665,0.7933333333333332,0.6799999999999999
