# epoch,trial1,trial2,trial3,trial4,trial5
1.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
2.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
3.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
4.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
5.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
6.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
7.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
8.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
9.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
10.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326
11.0,0.33333333333333326,0.33333333333333326,0.4,0.33333333333333326,0.33333333333333326
12.0,0.33333333333333326,0.33333333333333326,0.64,0.33333333333333326,0.33333333333333326
13.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.33333333333333326
14.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.33333333333333326
15.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.34
16.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.5
17.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.6466666666666665
18.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.6666666666666665
19.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.6666666666666665
20.0,0.33333333333333326,0.33333333333333326,0.6666666666666665,0.33333333333333326,0.6666666666666665
21.0,0.33333333333333326,0.4133333333333333,0.6666666666666665,0.33333333333333326,0.6666666666666665
22.0,0.33333333333333326,0.6266666666666668,0.6666666666666665,0.33333333333333326,0.6666666666666665
23.0,0.33333333333333326,0.66,0.6666666666666665,0.33333333333333326,0.6666666666666665
24.0,0.33333333333333326,0.6666666666666665,0.6666666666666665,0.33333333333333326,0.6666666666666665
25.0,0.33333333333333326,0.6666666666666665,0.6666666666666665,0.33333333333333326,0.6666666666666665
26.0,0.34,0.6666666666666665,0.6666666666666665,0.33333333333333326,0.6666666666666665
27.0,0.3466666666666667,0.6666666666666665,0.6666666666666665,0.33333333333333326,0.6666666666666665
28.0,0.3466666666666667,0.6666666666666665,0.6266666666666668,0.33333333333333326,0.6666666666666665
29.0,0.3466666666666667,0.6666666666666665,0.4933333333333332,0.33333333333333326,0.6666666666666665
30.0,0.3466666666666667,0.6666666666666665,0.43333333333333324,0.33333333333333326,0.6666666666666665
31.0,0.3466666666666667,0.6666666666666665,0.4666666666666666,0.33333333333333326,0.68
